age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
64,Local-gov,266080,High school,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
37,Private,201531,Associate degree,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
54,Self-emp-not-inc,179704,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
36,Private,393673,Associate degree,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
34,Private,244147,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,>50K
41,Self-emp-not-inc,438696,Master's degree,14,Divorced,Sales,Unmarried,White,Male,0,0,5,United-States,>50K
35,Self-emp-not-inc,207568,Lower education,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,<=50K
63,Self-emp-inc,54052,Master's degree,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,68,United-States,>50K
46,Private,187581,High school,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,77102,Master's degree,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,353010,Bachelor's degree,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,65,United-States,<=50K
29,Private,54131,Some college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
74,Federal-gov,39890,Some college,10,Widowed,Transport-moving,Not-in-family,White,Female,0,0,18,United-States,<=50K
50,Private,156877,Lower education,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K
22,Private,355686,Some college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,300168,High school,8,Separated,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
30,Private,488720,Lower education,5,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
32,Private,157287,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,184659,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,214169,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25,Private,192149,Bachelor's degree,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
50,Private,137253,Bachelor's degree,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
44,Private,373050,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
65,Private,90377,Associate degree,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,6767,0,60,United-States,<=50K
28,Federal-gov,183151,Associate degree,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
55,Private,227158,Bachelor's degree,13,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Local-gov,34021,Bachelor's degree,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K
31,Private,165148,High school,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,12,United-States,<=50K
47,Private,211668,High school,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,>50K
45,Private,358886,High school,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
35,Private,47707,High school,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
34,Self-emp-not-inc,306982,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,South,<=50K
49,Local-gov,52590,High school,9,Widowed,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
27,Private,158156,High school,9,Never-married,Other-service,Not-in-family,White,Female,0,0,42,United-States,<=50K
42,Private,70055,High school,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
64,Self-emp-not-inc,177825,High school,9,Never-married,Other-service,Not-in-family,White,Male,1055,0,40,United-States,<=50K
33,Private,127215,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
23,Private,175183,Some college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
45,Private,142287,Master's degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
34,Private,221324,High school,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
53,Private,227602,High school,9,Divorced,Sales,Not-in-family,White,Female,0,0,37,Mexico,<=50K
22,Private,228452,Lower education,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
57,State-gov,39380,High school,9,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
23,Private,336360,Lower education,4,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
31,Private,257644,Lower education,7,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
23,State-gov,235853,Bachelor's degree,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,22,United-States,<=50K
30,Private,270577,High school,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Local-gov,222900,Bachelor's degree,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
42,Private,99254,Associate degree,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K
51,Private,224763,Lower education,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,<=50K
59,Self-emp-not-inc,174056,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
36,Private,127306,Bachelor's degree,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
45,Private,339506,High school,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
35,Private,178322,Associate degree,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,>50K
33,Private,189843,Lower education,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,160815,Associate degree,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
60,Private,207665,High school,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
37,State-gov,160402,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
35,Private,170263,Some college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,184659,Some college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,52,United-States,<=50K
38,Federal-gov,338320,Professional school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
54,Private,101017,Lower education,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,204322,Associate degree,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
45,Private,241350,Associate degree,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
63,Federal-gov,217994,Some college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Private,128143,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
58,Self-emp-not-inc,164065,Master's degree,14,Divorced,Sales,Not-in-family,White,Male,0,0,18,United-States,<=50K
64,Local-gov,78866,High school,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,236769,Some college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
44,Federal-gov,239539,Bachelor's degree,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
39,Private,34028,Bachelor's degree,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,48,United-States,<=50K
45,State-gov,207847,Some college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,175935,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,>50K
22,Federal-gov,218445,Some college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
63,Self-emp-inc,215833,High school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,156976,Associate degree,11,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,220647,Bachelor's degree,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
20,Private,218343,High school,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
29,Private,241431,Master's degree,14,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,>50K
38,Local-gov,123983,Bachelor's degree,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,1741,40,Vietnam,<=50K
25,Private,73289,High school,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,408623,Bachelor's degree,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K
46,Private,169180,Associate degree,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,54929,Some college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
24,Private,306779,Associate degree,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,United-States,<=50K
43,Private,159549,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
23,Private,482082,High school,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,21,Mexico,<=50K
32,Local-gov,286101,High school,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,37,United-States,<=50K
44,Private,167955,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,<=50K
40,Self-emp-not-inc,209040,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,105017,High school,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
23,Private,27776,Associate degree,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,242941,Some college,10,Never-married,Sales,Own-child,White,Female,0,1602,10,United-States,<=50K
41,Private,118853,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,119565,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,196827,Some college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,<=50K
47,Private,275361,Associate degree,12,Widowed,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
42,Private,225193,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,329783,Lower education,6,Never-married,Sales,Other-relative,White,Female,0,0,10,United-States,<=50K
29,Local-gov,107411,Professional school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,<=50K
21,State-gov,258490,Some college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
31,Private,219509,High school,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,>50K
27,Local-gov,29174,Bachelor's degree,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,40083,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,<=50K
23,Private,87528,Bachelor's degree,13,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
41,Private,116379,Master's degree,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,55,Taiwan,>50K
46,Local-gov,216214,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
34,Private,268051,Some college,10,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,0,0,25,Haiti,<=50K
42,Self-emp-not-inc,121718,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
18,Private,201901,High school,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,1719,15,United-States,<=50K
46,Private,109089,High school,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,37,United-States,<=50K
52,Private,284129,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
56,Private,143030,High school,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,212619,Associate degree,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
22,Self-emp-not-inc,199011,High school,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,20,United-States,<=50K
31,Private,118901,Bachelor's degree,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
41,Self-emp-not-inc,129865,High school,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
25,Private,157900,Some college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,349341,Bachelor's degree,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
45,Private,158685,High school,9,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,386585,Some college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,<=50K
90,Private,52386,Some college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
45,Private,246891,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
30,Private,190385,Bachelor's degree,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
42,Private,37869,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,217807,Some college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
53,Private,149784,Bachelor's degree,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
64,State-gov,201293,High school,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
56,Private,128764,Lower education,4,Widowed,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
42,Private,27444,Some college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
26,Private,62438,Bachelor's degree,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
31,Local-gov,151726,Associate degree,12,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
40,Private,29841,Bachelor's degree,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
58,Private,131608,Some college,10,Widowed,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,110562,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
58,Self-emp-inc,190541,High school,9,Never-married,Sales,Not-in-family,White,Male,0,0,47,United-States,<=50K
62,State-gov,33142,Master's degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
65,Self-emp-inc,139272,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
40,Private,234633,Some college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Local-gov,238386,Some college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
22,Private,460835,High school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,55,United-States,<=50K
63,Federal-gov,97855,Master's degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
39,Private,77146,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
37,Private,200863,Some college,10,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
56,Private,77415,Lower education,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
32,Private,236770,Some college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
53,Federal-gov,173093,Some college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,1887,40,Philippines,>50K
32,Private,235124,Associate degree,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,282604,Lower education,7,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,60,United-States,>50K
35,Private,199288,Lower education,7,Separated,Transport-moving,Not-in-family,White,Male,0,0,90,United-States,<=50K
51,Private,191659,Some college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,65,United-States,>50K
19,Private,43285,Some college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
41,Private,160837,Lower education,7,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
22,Private,230574,Lower education,6,Never-married,Transport-moving,Own-child,White,Male,0,0,25,United-States,<=50K
23,Private,176178,High school,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,116358,Master's degree,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K
45,Private,107787,Associate degree,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,<=50K
23,Self-emp-not-inc,519627,High school,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,25,Mexico,<=50K
21,Private,191460,Lower education,7,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
44,Private,198282,Master's degree,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
29,Private,214858,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
36,Self-emp-not-inc,64875,Associate degree,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K
18,Private,675421,Lower education,5,Never-married,Handlers-cleaners,Own-child,White,Male,594,0,40,United-States,<=50K
62,Self-emp-not-inc,134768,High school,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
25,Federal-gov,207342,Some college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
34,Private,64830,Associate degree,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
31,Private,220066,Bachelor's degree,13,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,United-States,>50K
37,Private,82521,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
33,Private,176711,Bachelor's degree,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,England,<=50K
28,Private,111900,Associate degree,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
47,Private,481987,High school,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
34,Private,158420,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
26,Private,256000,Professional school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
36,Private,183892,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,44,United-States,>50K
28,Private,42734,High school,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,181773,High school,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
47,Private,184945,Some college,10,Separated,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
33,Private,107248,Associate degree,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
34,Self-emp-inc,215382,Master's degree,14,Separated,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,>50K
25,Private,122999,High school,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,758700,Lower education,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,50,Mexico,<=50K
36,State-gov,166606,High school,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
61,Local-gov,192060,Bachelor's degree,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,30,?,<=50K
57,Private,205708,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,<=50K
55,Private,67450,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,England,<=50K
20,Private,242077,High school,9,Divorced,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
43,Private,129573,High school,9,Never-married,Sales,Not-in-family,Black,Female,0,0,44,United-States,<=50K
54,Private,181132,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,England,>50K
25,Private,212302,Some college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,83411,Some college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,40,United-States,<=50K
17,Private,317681,Lower education,7,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K
63,Private,30602,Lower education,4,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
19,Private,172893,Some college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,30,United-States,<=50K
56,Self-emp-inc,211804,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
33,Self-emp-not-inc,312055,Bachelor's degree,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
37,Private,65390,Bachelor's degree,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
27,Private,200500,Lower education,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
36,Local-gov,241962,Bachelor's degree,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Self-emp-inc,78530,High school,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,Canada,>50K
22,Private,189950,Bachelor's degree,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
35,Private,111387,Some college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1579,40,United-States,<=50K
20,Private,241951,High school,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
18,Private,343059,Some college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,302465,High school,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1741,40,United-States,<=50K
53,Private,156843,Master's degree,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,54,United-States,>50K
19,Private,55284,High school,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
34,Private,509364,High school,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
32,State-gov,117927,Some college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
20,Private,137651,Some college,10,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
70,Private,131060,Lower education,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
57,Private,346963,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
54,Private,183611,Some college,10,Married-civ-spouse,Sales,Husband,White,Male,3137,0,50,United-States,<=50K
34,Private,134737,Associate degree,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,36503,Some college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,250121,Lower education,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
45,Private,330535,High school,9,Never-married,Adm-clerical,Not-in-family,White,Male,3325,0,40,United-States,<=50K
27,Private,387776,Some college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,41474,Lower education,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
36,Local-gov,318972,Some college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,65,United-States,<=50K
33,Private,86143,Some college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
50,Private,181139,Some college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,326232,Bachelor's degree,13,Divorced,Exec-managerial,Unmarried,White,Male,0,2547,50,United-States,>50K
39,Local-gov,153976,Master's degree,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
55,Self-emp-not-inc,59469,Lower education,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
24,Private,127139,Some college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,136343,High school,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Self-emp-not-inc,350624,High school,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
68,Private,166149,High school,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,2206,30,United-States,<=50K
29,Private,121523,Lower education,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
24,Self-emp-not-inc,267396,Bachelor's degree,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,83045,Lower education,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,160449,High school,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K
55,Self-emp-inc,124137,Professional school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,35,Greece,>50K
41,Private,154194,High school,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
36,Self-emp-not-inc,295127,High school,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K
60,Private,240521,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
61,Self-emp-not-inc,244087,High school,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
35,Private,356250,Professional school,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,35,China,<=50K
42,State-gov,293791,Bachelor's degree,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
26,Private,44308,Bachelor's degree,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Local-gov,210527,Some college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
31,State-gov,151763,Master's degree,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K
39,State-gov,267581,High school,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
20,Private,100188,Some college,10,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,<=50K
32,Self-emp-inc,111746,Some college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
